# Generated from FirepadCN/pocket_dict_5000 (MIT), derived from ECDICT (MIT).
# word<TAB>concise Simplified Chinese meaning
a	第一个字母A
pleasantly	和蔼地
please	请
pleased	高兴的
pleases	请
pleasing	令人喜爱的
pleasure	快乐
pleasures	快乐
pleasuring	快乐
plenty	充分
plot	小块土地
plots	小块土地
plotted	小块土地
plotting	小块土地
plug	塞子
pluged	塞子
plugged	塞子
plugging	塞子
pluging	塞子
plugs	塞子
plus	加上
pluses	加上
pm	出纳员
pms	出纳员
pocket	口袋
pocketed	口袋
pocketing	口袋
pockets	口袋
poem	诗
poems	诗
poet	诗人
poetry	诗
poets	诗人
point	点
pointed	尖的
pointing	点
points	点
poison	毒药
poisoned	毒药
poisoning	毒药
poisonous	有毒的
poisons	毒药
pole	波兰人
poled	波兰人
poles	波兰人
police	警察
policed	警察
policeman	警察
policemen	警察
polices	警察
policies	政策
policing	警察
policy	政策
poling	波兰人
polish	波兰的
polished	波兰的
polishes	波兰的
polishing	波兰的
polite	有礼貌的
politely	有礼貌地
politer	有礼貌的
politest	有礼貌的
political	政治的
politically	政治上
politician	政客
politicians	政客
politics	政治
poll	投票
polled	投票
polling	投票
polls	投票
pollute	污染
polluted	污染
pollutes	污染
polluting	污染
pollution	污染
pollutions	污染
pond	池塘
ponds	池塘
pool	池
pooled	池
pooling	池
pools	池
poor	贫穷的
poorer	贫穷的
poorest	贫穷的
pop	砰然声
popcorn	爆米花
popped	砰然声
popping	砰然声
pops	砰然声
popular	通俗的
populars	通俗的
population	人口
populations	人口
pork	猪肉
porking	猪肉
porridge	粥
porridges	粥
port	港口
portable	可携带的
portables	可携带的
ported	港口
porter	大楼管理员
porters	大楼管理员
porting	港口
portion	部分
portioned	部分
portioning	部分
portions	部分
portrait	肖像
portraits	肖像
ports	港口
pose	姿势
posed	姿势
poses	姿势
posing	姿势
position	位置
positioned	位置
positioning	位置
positions	位置
positive	肯定的
positives	肯定的
possess	持有
possessed	持有
possesses	持有
possessing	持有
possession	拥有
possessions	拥有
possibilities	可能性
possibility	可能性
possible	可能的
possibly	可能
post	柱
postage	邮资
postages	邮资
postbox	邮筒
postboxes	邮筒
postcard	明信片
postcards	明信片
postcode	邮政编码
postcoded	邮政编码
postcodes	邮政编码
postcoding	邮政编码
posted	柱
poster	海报
posters	海报
posting	柱
postman	邮递员
postmen	邮递员
postpone	延迟
postponed	延迟
postpones	延迟
postponing	延迟
posts	柱
pot	盆
potato	马铃薯
potatoes	马铃薯
potatos	马铃薯
potential	潜在性
potentially	可能地
potentials	潜在性
pots	盆
potted	盆
potting	盆
pound	磅
pounded	磅
pounding	磅
pounds	磅
pour	流出
poured	流出
pouring	流出
pours	流出
poverty	贫穷
powder	粉
powdered	粉
powdering	粉
powders	粉
power	力
powered	力
powerful	有力的
powering	力
powers	力
pp	包裹邮递
pps	包裹邮递
practical	实际的
practically	几乎
practicals	实际的
practice	实践
practiced	实践
practices	实践
practicing	实践
practise	实践
practised	实践
practises	实践
practising	实践
prairie	大草原
praise	赞美
praised	赞美
praises	赞美
praising	赞美
pray	祈祷
prayed	祈祷
prayer	祈祷
prayers	祈祷
praying	祈祷
prays	祈祷
precious	宝贵的
precise	精确的
precisely	精确地
predict	预知
predicted	预知
predicting	预知
predicts	预知
prefer	宁可
preference	偏爱
preferences	偏爱
preferred	宁可
preferring	宁可
prefers	宁可
pregnant	怀孕的
prejudice	偏见
prejudiced	偏见
prejudices	偏见
prejudicing	偏见
premier	总理
premiered	总理
premiering	总理
premiers	总理
premise	前提
premised	前提
premises	房屋
premising	前提
preparation	准备
preparations	准备
prepare	准备
prepared	准备好的
prepares	准备
preparing	准备
prescription	处方
prescriptions	处方
presence	出席
presences	出席
present	现在
presentation	赠与
presentations	赠与
presented	现在
presenting	现在
presents	现在
preserve	保护
preserved	保护
preserves	保护
preserving	保护
president	总统
presidential	总统制的
presidents	总统
press	压
pressed	压
presses	压
pressing	压
pressure	压
pressured	压
pressures	压
pressuring	压
presumably	推测上
pretend	假装
pretended	假装
pretending	假装
pretends	假装
prettier	漂亮的
prettiest	漂亮的
pretty	漂亮的
prevent	预防
prevented	预防
preventing	预防
prevents	预防
preview	事先查看
previewed	事先查看
previewing	事先查看
previews	事先查看
previous	早先的
previously	先
price	价格
priced	价格
prices	价格
pricing	价格
pride	骄傲
prided	骄傲
prides	骄傲
priding	骄傲
priest	祭司
priests	祭司
primaries	最主要者
primarily	主要地
primary	最主要者
prime	最佳部分
primed	最佳部分
primes	最佳部分
priming	最佳部分
primitive	原始人
primitives	原始人
prince	王子
princes	王子
princess	公主
princesses	公主
principal	校长
principals	校长
principle	原则
principles	原则
print	打印
printed	打印
printer	印刷工
printers	印刷工
printing	印刷
printings	印刷
prints	打印
prior	更重要的
priorities	优先权
priority	优先权
priors	更重要的
prison	监狱
prisoner	囚犯
prisoners	囚犯
prisons	监狱
private	私人的
privately	秘密地
privates	私人的
privilege	特权
privileged	特权
privileges	特权
privileging	特权
prize	奖赏
prized	奖赏
prizes	奖赏
prizing	奖赏
probable	很可能的
probables	很可能的
probably	大概
problem	问题
problems	问题
procedure	程序
procedures	程序
proceed	继续进行
proceeded	继续进行
proceeding	进行
proceedings	进行
proceeds	继续进行
process	程序
processed	程序
processes	程序
processing	程序
produce	生产品
produced	生产品
producer	生产者
producers	生产者
produces	生产品
producing	生产品
product	产品
production	制造
productions	制造
products	产品
profession	职业
professional	专业人才
professionals	专业人才
professions	职业
professor	教授
professors	教授
profit	利润
profited	利润
profiting	利润
profits	利润
program	节目
programme	节目
programmed	节目
programmes	节目
programming	节目
programs	节目
progress	进步
progressed	进步
progresses	进步
progressing	进步
prohibit	禁止
prohibited	禁止
prohibiting	禁止
prohibits	禁止
project	计划
projected	计划
projecting	计划
projects	计划
promise	诺言
promised	诺言
promises	诺言
promising	诺言
promote	促进
promoted	促进
promotes	促进
promoting	促进
promotion	晋级
promotions	晋级
prompt	激励
prompted	激励
prompter	激励
prompting	激励
promptly	敏捷地
prompts	激励
pronounce	发音
pronounced	发音
pronounces	发音
pronouncing	发音
pronunciation	发音
pronunciations	发音
proof	证据
proofed	证据
proofing	证据
proofs	证据
proper	适当的
properly	适当地
properties	财产
property	财产
proportion	比例
proportioned	比例
proportioning	比例
proportions	比例
proposal	提议
proposals	提议
propose	计划
proposed	被提议的
proposes	计划
proposing	计划
prosecutor	实行者
prosecutors	实行者
prospect	景色
prospected	景色
prospecting	景色
prospects	景色
protect	防卫
protected	防卫
protecting	防卫
protection	保护
protections	保护
protects	防卫
protein	蛋白质
proteins	蛋白质
protest	抗议
protested	抗议
protesting	抗议
protests	抗议
proud	骄傲的
prouder	骄傲的
proudest	骄傲的
proudly	傲慢地
prove	证明
proved	证明
proves	证明
provide	提供
provided	倘若
provides	提供
providing	提供
province	省
provinces	省
proving	证明
provision	供给...食物及必需品
provisioned	供给...食物及必需品
provisioning	供给...食物及必需品
provisions	供给...食物及必需品
ps	便士
psychological	心理学的
psychologies	心理学
psychology	心理学
pt	点
pts	点
pub	酒馆
public	公众
publication	出版物
publications	出版物
publicity	名声
publicly	公然地
publish	出版
published	出版
publishes	出版
publishing	出版
pubs	酒馆
pull	拉
pulled	拉
pulling	拉
pulls	拉
pulse	脉冲
pulsed	脉冲
pulses	脉冲
pulsing	脉冲
pump	抽水机
pumped	抽水机
pumping	抽水机
pumps	抽水机
punch	打洞器
punched	打洞器
punches	打洞器
punching	打洞器
punctual	准时的
punctuate	给文章加标点
punctuated	给文章加标点
punctuates	给文章加标点
punctuating	给文章加标点
punctuation	标点
punctuations	标点
punish	处罚
punished	处罚
punishes	处罚
punishing	处罚
punishment	处罚
punishments	处罚
pupil	学生
pupils	学生
purchase	购买
purchased	购买
purchases	购买
purchasing	购买
pure	纯的
purely	纯粹地
purer	纯的
purest	纯的
purple	紫色
purpled	紫色
purpler	紫色
purples	紫色
purplest	紫色
purpling	紫色
purpose	目的
purposed	目的
purposes	目的
purposing	目的
purse	钱包
pursed	钱包
purses	钱包
pursing	钱包
pursue	追赶
pursued	追赶
pursues	追赶
pursuing	追赶
push	推
pushed	推
pushes	推
pushing	推
put	放
puts	放
putting	放
puzzle	难题
puzzled	困惑的
puzzles	难题
puzzling	难题
pyramid	角锥
pyramided	角锥
pyramiding	角锥
pyramids	角锥
quake	颤抖
quaked	颤抖
quakes	颤抖
quaking	颤抖
qualification	资格
qualifications	资格
qualified	有资格的
qualifies	取得资格
qualify	取得资格
qualifying	取得资格
qualities	品质
quality	品质
quantities	量
quantity	量
quarrel	吵架
quarrelled	吵架
quarrelling	吵架
quarrels	吵架
quarter	四分之一
quartered	四分之一
quartering	四分之一
quarters	四分之一
queen	王后
queened	王后
queening	王后
queens	王后
question	问题
questioned	问题
questioning	问题
questionnaire	调查表
questionnaires	调查表
questions	问题
queue	辫子
queued	辫子
queueed	辫子
queueing	辫子
queues	辫子
queuing	辫子
quick	快的
quicker	快的
quickest	快的
quickly	很快地
quiet	安静
quieted	安静
quieter	安静
quietest	安静
quieting	安静
quietly	安静地
quiets	安静
quilt	棉被
quilted	棉被
quilting	棉被
quilts	棉被
quit	离开
quite	相当
quits	离开
quitted	离开
quitting	离开
quiz	考查
quizzed	考查
quizzes	考查
quizzing	考查
quote	引用
quoted	引用
quotes	引用
quoth	引用
quoting	引用
r	半径
rabbit	兔子
rabbited	兔子
rabbiting	兔子
rabbits	兔子
race	种族
raced	种族
races	种族
racial	人种的
racing	赛马
radiation	辐射
radiations	辐射
radical	激进分子
radicals	激进分子
radio	无线电
radioactive	放射性的
radioed	无线电
radioing	无线电
radios	无线电
radium	镭
rag	碎布
ragged	碎布
ragging	碎布
rags	碎布
rail	横杆
railed	横杆
railing	横杆
rails	横杆
railway	铁路
railways	铁路
rain	雨
rainbow	彩虹
rainbows	彩虹
raincoat	雨衣
raincoated	雨衣
raincoats	雨衣
rained	雨
rainfall	降雨
rainfalls	降雨
rainiest	下雨的
raining	雨
rains	雨
rainy	下雨的
raise	上升
raised	上升
raises	上升
raising	上升
ran	跑
random	随意
rang	环
range	排
ranged	排
ranges	排
ranging	排
rank	等级
ranked	等级
ranking	等级
ranks	等级
rapid	迅速的
rapidly	飞快地
rapids	迅速的
rare	稀罕的
rarely	很少地
rarer	稀罕的
rarest	稀罕的
raring	稀罕的
rat	鼠
rate	比率
rated	比率
rates	比率
rather	宁可
rating	等级
ratings	等级
ratio	比
ratios	比
rats	鼠
ratted	鼠
ratting	鼠
raw	擦伤处
rawest	擦伤处
ray	光线
rayed	光线
raying	光线
rays	光线
razor	剃刀
razors	剃刀
reach	伸出
reached	伸出
reaches	伸出
reaching	伸出
react	起反应
reacted	起反应
reacting	起反应
reaction	反应
reactions	反应
reacts	起反应
read	读
reader	读者
readers	读者
readied	预备好的状态
readier	预备好的状态
readies	预备好的状态
reading	阅读
readings	阅读
reads	读
ready	预备好的状态
readying	预备好的状态
real	真的
realise	实现
realised	实现
realises	实现
realising	实现
realistic	现实的
realities	实在
reality	实在
realize	了解
realized	了解
realizes	了解
realizing	了解
really	实际上
rear	后面
reared	后面
rearing	后面
rears	后面
reason	理由
reasonable	合理的
reasonably	适度地
reasoned	理由
reasoning	理由
reasons	理由
rebuild	改建
rebuilding	改建
rebuilds	改建
rebuilt	改建
recall	回忆
recalled	回忆
recalling	回忆
recalls	回忆
receipt	收据
receipted	收据
receipting	收据
receipts	收据
receive	收到
received	收到
receiver	接收器
receivers	接收器
receives	收到
receiving	收到
recent	最近的
recently	最近
reception	接待
receptionist	接待员
receptionists	接待员
receptions	接待
recession	后退
recessions	后退
recipe	食谱
recipes	食谱
recite	背诵
recited	背诵
recites	背诵
reciting	背诵
reckon	计算
reckoned	计算
reckoning	计算
reckons	计算
recognise	认识
recognised	认识
recognises	认识
recognising	认识
recognition	赞誉
recognitions	赞誉
recognize	认出
recognized	认出
recognizes	认出
recognizing	认出
recommend	推荐
recommendation	推荐
recommendations	推荐
recommended	推荐
recommending	推荐
recommends	推荐
record	记录
recorded	记录
recorder	记录员
recorders	记录员
recording	记录的
recordings	记录的
records	记录
recover	重新获得
recovered	重新获得
recoveries	恢复
recovering	重新获得
recovers	重新获得
recovery	恢复
recreation	娱乐
recreations	娱乐
rectangle	长方形
rectangles	长方形
recycle	使再循环
recycled	使再循环
recycles	使再循环
recycling	使再循环
red	红的
redder	红的
redirect	重新寄送
redirected	重新寄送
redirecting	重新寄送
redirects	重新寄送
reds	红的
reduce	减少
reduced	减少
reduces	减少
reducing	减少
reduction	减少
reductions	减少
ref	裁判员
refer	提交
referee	仲裁人
refereed	仲裁人
refereeing	仲裁人
referees	仲裁人
reference	参考
referenced	参考
references	参考
referencing	参考
referred	提交
referring	提交
refers	提交
reflect	反射
reflected	反射
reflecting	反射
reflects	反射
reform	改革
reformed	改革
reforming	改革
reforms	改革
refresh	使清新
refreshed	使清新
refreshes	使清新
refreshing	使清新
refreshments	茶点
refrigerator	电冰箱
refrigerators	电冰箱
refs	裁判员
refugee	难民
refugees	难民
refusal	拒绝
refusals	拒绝
refuse	拒绝
refused	拒绝
refuses	拒绝
refusing	拒绝
regard	关心
regarded	关心
regarding	关于
regardless	不管
regards	问候
regime	政权
regimes	政权
region	区域
regional	地方的
regionals	地方的
regions	区域
register	寄存器
registered	寄存器
registering	寄存器
registers	寄存器
regret	遗憾
regrets	遗憾
regretted	遗憾
regretting	遗憾
regular	规则的
regularly	有规则地
regulars	规则的
regulation	规则
regulations	规则
reject	被拒之人
rejected	被拒之人
rejecting	被拒之人
rejects	被拒之人
relaid	驿马
relate	讲
related	讲述的
relates	讲
relating	讲
relation	关系
relations	关系
relationship	关系
relationships	关系
relative	亲戚
relatively	相对地
relatives	亲戚
relax	放松
relaxed	松懈的
relaxes	放松
relaxing	令人轻松的
relay	驿马
relayed	驿马
relaying	驿马
relays	驿马
release	释放
released	释放
releases	释放
releasing	释放
relevant	有关联的
reliable	可靠的
relied	信赖
relief	减轻
reliefs	减轻
relies	信赖
religion	宗教
religions	宗教
religious	宗教性的
rely	信赖
relying	信赖
remain	保持
remained	保持
remaining	剩余的
remains	剩余物
remark	评论
remarkable	不平常的
remarkably	显著地
remarked	评论
remarking	评论
remarks	评论
remember	记得
remembered	记得
